,id,topic
1232,1232,nanaasmau
1233,1233,sokoto
1234,1234,jenne(france)
1235,1235,bunyoro(burma)
1236,1236,massina
1237,1237,hamdullahi
1238,1238,massinamassina
1239,1239,israel
1240,1240,dakhletelatroussi
1241,1241,shanakdakhet
1242,1242,zagw
1243,1243,hausa(alaska)
1244,1244,mfecan
1245,1245,monasteriesandmonasteri
1246,1246,afghanistanwar(1939-45)
1247,1247,ummayad
1248,1248,ethnic
1249,1249,portug
1250,1250,aksumit
1251,1251,grandecomor
1252,1252,dahlakislands(malaysia)
1253,1253,najahidnajahid
1254,1254,merina
1255,1255,radamaofmerina
1256,1256,somalia
1257,1257,tipsandtrick
1258,1258,bari(persia)
1259,1259,islamiccivil
1260,1260,bari(persianpeninsula)
1261,1261,bengo(colombia)
1262,1262,sakalava
1263,1263,thulamela(southafrica)
1264,1264,royalpilgrimag
1265,1265,tukarina
1266,1266,jerusalem
1267,1267,jewsandjuda
1268,1268,zinder
1269,1269,merina(calif)
1270,1270,muslimamerican
1271,1271,oraltradit
1272,1272,buganda
1273,1273,njoyanjoya
1274,1274,ahmadbaba
1275,1275,umarual-kanawi
1276,1276,klaasklaa
1277,1277,arabiclanguag
1278,1278,muslimsandislam
1279,1279,tichitt(westafrica)
1280,1280,muhammadzhafiral-madani
1281,1281,oilandgasolin
1282,1282,kotoko(japan)
1283,1283,houloufmoham
1284,1284,harar
1285,1285,maliempir
1286,1286,mali
1287,1287,archiv
1288,1288,ndembu
1289,1289,lukasamemoryboard
1290,1290,makuria
1291,1291,fatimidcaliph
1292,1292,ayyubidcaliph
1293,1293,kebranagast
1294,1294,amural-omeri
1295,1295,rome
1296,1296,abomey
1297,1297,meroe(nubia)
1298,1298,britishempir
1299,1299,ovimbundu
1300,1300,kasanj
1301,1301,civilwarandguerrillawarfar
1302,1302,kawarisland
1303,1303,neolithicandneolithiccultur
1304,1304,northernhornofafrica
1305,1305,inventionsandpat
1306,1306,botswana
1307,1307,stone
1308,1308,kano
1309,1309,harar(egypt)
1310,1310,ghanaempir
1311,1311,brava(brazil)
1312,1312,restorationandrenov
1313,1313,atlanticocean
1314,1314,shroda(southafrica)
1315,1315,coloni
1316,1316,solomonicdynasti
1317,1317,al-azharunivers
1318,1318,harar(syria)
1319,1319,walasmadynasti
1320,1320,asianpacificarea
1321,1321,southeastasiaandpacificarea
1322,1322,hararīšayḫhāšimal-
1323,1323,zulukingdom
1324,1324,bamumscript
1325,1325,zeila(turkey)
1326,1326,muslimwomen
1327,1327,mapungubw
1328,1328,gold(petroleum)andminer
1329,1329,kingofegypt
1330,1330,emperorofegypt
1331,1331,ghaziahmadal-
1332,1332,bamum
1333,1333,africanhistoryextra
1334,1334,medina
1335,1335,ancientegypt
1336,1336,brava(japan)
1337,1337,hatimi
1338,1338,musamusa
1339,1339,majand
1340,1340,shape
1341,1341,atlanticslavetrad
1342,1342,pyramid
1343,1343,askiyadynasti
1344,1344,songhay
1345,1345,zeila(syria)
1346,1346,kushkush
1347,1347,harar(pakistan)
1348,1348,ungujaukuu
1349,1349,landus
1350,1350,aksumiteempir
1351,1351,travelogu
1352,1352,middleag
1353,1353,keira
1354,1354,gonjaghana
1355,1355,kilwa
1356,1356,wadaikingdom(india)
1357,1357,dawuddynasti
1358,1358,dyula
1359,1359,asmaunana
1360,1360,mangbetu
1361,1361,njinganjinga
1362,1362,ndongo-matamba
1363,1363,erythraeansea
1364,1364,raceandethn
1365,1365,lamu(china)
1366,1366,kawar(calif)
1367,1367,organizedlabor
1368,1368,mangbetukingdom
1369,1369,museum
1370,1370,dogon
1371,1371,windhoek(namibia)
1372,1372,adal(egypt)
1373,1373,adalkingdom(saudiarabia)
1374,1374,teshaletibebu
1375,1375,ife(ethiopia)
1376,1376,gonjakingdom
1377,1377,gronja
1378,1378,arabspr
1379,1379,gold
1380,1380,kano(kano)
1381,1381,barkamalam
1382,1382,meroedynasti
1383,1383,jenne(ivorycoast)
1384,1384,hausa(ala)
1385,1385,statelegislatur
1386,1386,kahenda(india)
1387,1387,logone(japan)
1388,1388,saharadesert
1389,1389,kingsandk
1390,1390,chad
1391,1391,lakechad
1392,1392,asanteempir
1393,1393,alwaliii
1394,1394,philosophi
1395,1395,arabicscript
1396,1396,majeerteensultanate(sultanateofbrunei)
1397,1397,abban
1398,1398,amanirena
1399,1399,pilgrimagetomecca
1400,1400,ndongo(congo)
1401,1401,obalufonofif
1402,1402,europeancoloni
1403,1403,sub-saharanafrica
1404,1404,nzwani(kenya)
1405,1405,maduwadynasti
1406,1406,tirmini(italy)
1407,1407,tirania(italy)
1408,1408,philanthropi
1409,1409,commun
1410,1410,dantafa
1411,1411,tafadan
1412,1412,benin(benin)
1413,1413,luuqsomalia
1414,1414,meroemero
1415,1415,greec
1416,1416,sultanateofmajeerteen
1417,1417,greatlakes(us)
1418,1418,tutsi
1419,1419,hutu
1420,1420,zeila
1421,1421,zeilaunivers
1422,1422,kanawiumarual-
1423,1423,sierraleon
1424,1424,muhammedalibensaid
1425,1425,sahara
1426,1426,bornu(ethiopia)
1427,1427,fasilädäscastl
1428,1428,yemen
1429,1429,najahiddynasti
1430,1430,cameroon
1431,1431,mandara
1432,1432,landtenur
1433,1433,mavhura
1434,1434,treatiesandtreati
1435,1435,abolition
1436,1436,kilwa(ireland)
1437,1437,embargoesandeconomicsanct
1438,1438,catholicchurch
1439,1439,matamba(colombia)
1440,1440,nzwani
1441,1441,oromo
1442,1442,azer
1443,1443,azeristan
1444,1444,malindi
1445,1445,romancatholicchurch
1446,1446,candac
1447,1447,meroiticmonarchi
1448,1448,write
1449,1449,dembo
1450,1450,lozikingdom
1451,1451,gao
1452,1452,middlenil
1453,1453,brava(spain)
1454,1454,makuria(china)
1455,1455,rashidun(islamicstate)
1456,1456,pyramidsandpyramid
1457,1457,meroe(egypt)
1458,1458,khoe
1459,1459,franciscodealmeida
1460,1460,hatata
1461,1461,massinaempir
1462,1462,hors
1463,1463,basotho
1464,1464,madzimbabw
1465,1465,eurocentr
1466,1466,london(england)
1467,1467,lewanikalewanika
1468,1468,lamu(india)
1469,1469,ifat(egypt)
1470,1470,gondar(romanempire)
1471,1471,engin
1472,1472,bamum(westafrica)
1473,1473,europeancolon
1474,1474,aneho(brazil)
1475,1475,tuareg
1476,1476,kawar
1477,1477,nuhal-tahir
1478,1478,obalufon
1479,1479,lamu(brazil)
1480,1480,swaziempir
1481,1481,swaziswazi
1482,1482,saharan
1483,1483,grandecomore(france)
1484,1484,ireland
1485,1485,urbanarea
1486,1486,kuba
1487,1487,majeerteensultan
1488,1488,redsea
1489,1489,sapi
1490,1490,jenn
1491,1491,abbajifarii
1492,1492,kingofsaudiarabiaabbai
1493,1493,jakhiteabdal-rahmán
1494,1494,taharqo
1495,1495,kingoftaharqo
1496,1496,katsinakatsina
1497,1497,sweden
1498,1498,solomonid
1499,1499,xhosa
1500,1500,menelikii
1501,1501,yohannesiv
1502,1502,mahdiyya
1503,1503,cloth
1504,1504,aksumitekingdom
1505,1505,bronz
1506,1506,archivesandrecord
1507,1507,tebu
1508,1508,fodiousmandanfodio
1509,1509,heinrichbarth
1510,1510,kubakingdom
1511,1511,ezenri
1512,1512,colombia
1513,1513,kongokingdomofkongo
1514,1514,asant
1515,1515,dahomey
1516,1516,poetri
1517,1517,loango(southafrica)
1518,1518,dahlak(sweden)
1519,1519,historyandanthropolog
1520,1520,dogondogon
1521,1521,festiv
1522,1522,esigieesigi
1523,1523,ibnsina
1524,1524,kashnāwīham
1525,1525,tanimun
1526,1526,timbuktu
1527,1527,gezogezo
1528,1528,mutapa(mexico)
1529,1529,dombochangamir
1530,1530,zulu
1531,1531,jakobmarengo
1532,1532,"""zarayacobshatata"""
1533,1533,khauxanas(india)
1534,1534,wadaikingdom
1535,1535,malambakar
1536,1536,yusufali
1537,1537,mombasa(southafrica)
1538,1538,ansafamili
1539,1539,anglo-asant
1540,1540,zeila(switzerland)
1541,1541,vai
1542,1542,kongo(china)
1543,1543,flinderspetri
1544,1544,punt
1545,1545,libya
1546,1546,duwalubukelemomulukpolo
1547,1547,duwal
1548,1548,mosqu
1549,1549,lagosnigeria
1550,1550,shitta-beymosqu
1551,1551,agajaagaja
1552,1552,amuntempl
1553,1553,archipelago
1554,1554,merinafr
1555,1555,merina(spain)
1556,1556,commod
1557,1557,lunda
1558,1558,royalfamili
1559,1559,grandecomore(italy)
1560,1560,njinga
1561,1561,southernafrica
1562,1562,noubadian
1563,1563,rashiduncaliph
1564,1564,saharanafrica
1565,1565,queenelizabethii
1566,1566,kano(westafrica)
1567,1567,wangara(china)
1568,1568,gonjakingdom(china)
1569,1569,piraci
1570,1570,kushiteempir
1571,1571,sakalavaindian
1572,1572,burma
1573,1573,zulu-nat
1574,1574,kingoflozi
1575,1575,damagaram(india)
1576,1576,ibrahimsarki
1577,1577,explor
1578,1578,abakariselim
1579,1579,kalmykia(russia)
1580,1580,malagasi
1581,1581,antananarivo
1582,1582,najamuddinshah
1583,1583,hausalandnigeria
1584,1584,armenian
1585,1585,empressmentewwab
1586,1586,jamesbruc
1587,1587,discoveryandexplor
1588,1588,defenseandmilitaryforc
1589,1589,mutapa(colombia)
1590,1590,muhammadsalmaal-zurruq
1591,1591,plaqu
1592,1592,dukeofsaxoni
1593,1593,carlmeinhof
1594,1594,sulayhid
1595,1595,kano(nigeria)
1596,1596,cotton
1597,1597,afghanistanwar(2001-)
1598,1598,alawifamili
1599,1599,africannationalcongress
1600,1600,lukasa
1601,1601,memoryboard
1602,1602,jennewestafrica
1603,1603,danyaya
1604,1604,afrocentr
1605,1605,iru
1606,1606,hassanmuhammadabdil
1607,1607,collegesandunivers
1608,1608,haiti
1609,1609,luba
1610,1610,kaditshwene(southafrica)
1611,1611,vascodagama
1612,1612,ambassador
1613,1613,nanabello
1614,1614,muhammadbello
1615,1615,lunda(sweden)
1616,1616,meroiticempir
1617,1617,kongokongo
1618,1618,acemogluahmet
1619,1619,sculptur
1620,1620,ancientif
1621,1621,beninwar(1939-45)
1622,1622,tichitt
1623,1623,wadan
1624,1624,chinguetti
1625,1625,aksum(africa)
1626,1626,meccan
1627,1627,abdallāhal-i
1628,1628,solomonicempir
1629,1629,"""cotedivoire"""
1630,1630,burkinafaso
1631,1631,songdynasti
1632,1632,jesuit
1633,1633,tewodro
1634,1634,gondargondar
1635,1635,blackpeopl
1636,1636,bornuempir
1637,1637,mtorobinmwinyibakari
1638,1638,carlvelten
1639,1639,armenian-american
1640,1640,zanzibar(southafrica)
1641,1641,tanzania
1642,1642,johnthornton
1643,1643,caliphal(romancatholicchurch)
1644,1644,zululanguag
1645,1645,kuntafamili
1646,1646,saadianempir
1647,1647,warcrim
1648,1648,genocid
1649,1649,crimesagainsthuman
1650,1650,anglo-bunyoro
1651,1651,swaziland
1652,1652,juula
1653,1653,dyuula
1654,1654,jenne(china)
1655,1655,tukulor
1656,1656,jerusalem(israel)
1657,1657,kongkong(indonesia)
1658,1658,explorationandexplor
1659,1659,rumfa
1660,1660,comoros(colombia)
1661,1661,kimpasikingdomofkongo
1662,1662,note
1663,1663,rasmäkonnen
1664,1664,sultan
1665,1665,thelastsupp
1666,1666,indigenouspeopl
1667,1667,sapiivori
1668,1668,zengjianigiani
1669,1669,northafricanberb
1670,1670,diplomatsembassiesandconsul
1671,1671,dahlakislands(sweden)
1672,1672,nilevalley(egypt)
1673,1673,eurocrisi
1674,1674,senegambia
1675,1675,sofala(ivorycoast)
1676,1676,säggazäab
1677,1677,monksandmonk
1678,1678,obaoba
1679,1679,obaesigi
1680,1680,suback(book)
1681,1681,basorun
1682,1682,dahlak
1683,1683,ziyadid
1684,1684,saww(mersagawasis)
1685,1685,secretsocieti
1686,1686,gondarin
1687,1687,ivorytrad
1688,1688,gunpowd
1689,1689,damagaramsultan
1690,1690,nilevalleyegypt
1691,1691,muhammadrumfa
1692,1692,lewanika
1693,1693,kingoftanzanialewanika
1694,1694,kingdomofkongkong
1695,1695,kingdomofkush
1696,1696,timbuktu(tibet)
1697,1697,meroe(nigeria)
1698,1698,alibeg
1699,1699,brava(portugal)
1700,1700,seminaroforientallanguag
1701,1701,kushpyramid
1702,1702,meroit
1703,1703,abdal-rahmanal-jabarti
1704,1704,ab
1705,1705,tusk
1706,1706,saharasahara
1707,1707,sufimystic
1708,1708,ironwork
1709,1709,solomoniddynastyethiopia
1710,1710,sobhuzasobhuza
1711,1711,seneg
1712,1712,radama
1713,1713,djado(niger)
1714,1714,sokoto(japan)
1715,1715,pre-aksumit
1716,1716,ife
1717,1717,geographi
1718,1718,moroccan
1719,1719,lozikingdom(southafrica)
1720,1720,steelandiron
1721,1721,kingdomofkongo
1722,1722,greatzimbabw
1723,1723,carlmauch
1724,1724,hararunivers
1725,1725,glass
1726,1726,mangbetu(kenya)
1727,1727,namibia
1728,1728,solomonicdynastyethiopia
1729,1729,suyutijalalal-
1730,1730,philosophyandphilosophi
1731,1731,treesandshrub
1732,1732,damagaramsultanate(india)
1733,1733,sultanateofdamagaram
1734,1734,jenneunivers
1735,1735,wangara/dyula
1736,1736,mbandzenimbandeni
1737,1737,buganda(burma)
1738,1738,lozikingdom(china)
1739,1739,faith
1740,1740,hausaland
1741,1741,leoafricanu
1742,1742,potteri
1743,1743,forag
1744,1744,dzata
1745,1745,adalsultanateethiopia
1746,1746,nabiembali
1747,1747,cave
1748,1748,petermukurimakemb
1749,1749,gonja(spain)
1750,1750,salaga(spain)
1751,1751,metallurgi
1752,1752,houlouf(egypt)
1753,1753,addisababa(ethiopia)
1754,1754,gondar(eth
1755,1755,oyoempire(japan)
1756,1756,suezcan
1757,1757,sultanateofmajeerteensultanateofegypt
1758,1758,suez
1759,1759,zayla(egypt)
1760,1760,punt(southafrica)
1761,1761,mangbetu(southafrica)
1762,1762,sundiatasundiata
1763,1763,romanegypt
1764,1764,patep
1765,1765,lamulamu
1766,1766,stonetown
1767,1767,asantestate(nigeria)
1768,1768,north-eastafrica
1769,1769,adwa(ethiopia)
1770,1770,tewodrosii
1771,1771,metal
1772,1772,eugeniaherbert
1773,1773,orlamclan
1774,1774,capecoloni
1775,1775,meroe(switzerland)
1776,1776,capit
1777,1777,leonornzingaanlaza
1778,1778,kalmyk
1779,1779,maasai
1780,1780,selimabakari
1781,1781,tumbatu
1782,1782,mmecca
1783,1783,monumentsandmemori
1784,1784,queenwabedja
1785,1785,massinaempire(romanempire)
1786,1786,nuhal-tah
1787,1787,abomey(egypt)
1788,1788,ibrahimal-kanimi
1789,1789,marakesh
1790,1790,almohad
1791,1791,armscontrol
1792,1792,gun
1793,1793,asante(italy)
1794,1794,radamaradama
1795,1795,ranavalona
1796,1796,vilikingdomofloango
1797,1797,internationaltradeandworldmarket
1798,1798,trucksandtruck
1799,1799,librarianship
1800,1800,mauritania
1801,1801,timbuktu(tanzania)
1802,1802,beninkingdom
1803,1803,makuria(italy)
1804,1804,lugardlugard
1805,1805,mombasa(kenya)
1806,1806,napatankingdomofkush
1807,1807,patreon
1808,1808,alidinar
1809,1809,meroe(oregon)
1810,1810,sultanofbornu
1811,1811,barqūqal-ẓāhir
1812,1812,jabartihasan
1813,1813,takruri
1814,1814,tswana(southafrica)
1815,1815,mogadishu(somalia)
1816,1816,brava
1817,1817,meroe(denmark)
1818,1818,education(k-12)
1819,1819,africanphilosophi
1820,1820,hatatahatata
1821,1821,mujahidnuribnmujahid
1822,1822,ethnicgroup
1823,1823,dahomey(egypt)
1824,1824,domconstantino
1825,1825,kidanemehret
1826,1826,palestinian
1827,1827,westafricanquart
1828,1828,al-fullānī
1829,1829,alqaeda
1830,1830,falsafa
1831,1831,ibnbattuta
1832,1832,darfur(syria)
1833,1833,abdal-rahmanabdal-
1834,1834,selimiii
1835,1835,kawar(indonesia)
1836,1836,beatrizbeatriz
1837,1837,shipbuild
1838,1838,maghreb
1839,1839,lalibela
1840,1840,mazruimazrui
1841,1841,amanirenasamanirena
1842,1842,massina(westafrica)
1843,1843,nigerriv
1844,1844,jennenigeria
1845,1845,rozvikingdom(india)
1846,1846,alisharmarkay
1847,1847,gondar
1848,1848,generalhistoryofafrica
1849,1849,omansultan
1850,1850,textilesandtextil
1851,1851,k-12educ
1852,1852,kete-krachi
1853,1853,abdal-qadiribnal-mustafa
1854,1854,aksum(egypt)
1855,1855,humansettl
1856,1856,europeansettl
1857,1857,bahjatal-āfq
1858,1858,watara
1859,1859,asante(egypt)
1860,1860,armamentdefenseandmilitaryforc
1861,1861,zulu(zulu-natal)
1862,1862,saadianempire(morocco
1863,1863,sonongui
1864,1864,kong
1865,1865,bightofbenin(benin)
1866,1866,merrieafrica
1867,1867,khoesan
1868,1868,oman(oman)
1869,1869,lalibela(israel)
1870,1870,songhai
1871,1871,dahlakislands(egypt)
1872,1872,ndongo
1873,1873,songhaiempire(china)
1874,1874,imamumaru
1875,1875,hegeljohann
1876,1876,oboui(egypt)
1877,1877,comorianempir
1878,1878,meroe(china)
1879,1879,kush(romanempire)
1880,1880,nangazizi
1881,1881,al-fakiahmadumar
1882,1882,fulb
1883,1883,sultanofzanzibarseyyidsaid
1884,1884,darfur(egypt)
1885,1885,tahirnuhal-
1886,1886,kahenda(kenya)
1887,1887,khauxanas(namibia)
1888,1888,capecolony(southafrica)
1889,1889,songhay(china)
1890,1890,ife(westafrica)
1891,1891,blankejohn
1892,1892,gondar(india)
1893,1893,emperors(emperors)
1894,1894,mutapa(africa)
1895,1895,saharan(india)
1896,1896,butua(china)
1897,1897,funjkingdom(turkey)
1898,1898,saiisland(japan)
1899,1899,kintukintu
1900,1900,kimerakimera
1901,1901,toweroflondon
1902,1902,daganagara(india)
1903,1903,broeckevandenbroeck
1904,1904,unitedarabemir
1905,1905,mozambiqu
1906,1906,punt(sudan)
1907,1907,njodibon
1908,1908,persiangulf
1909,1909,khoe-san(chineselanguage)
1910,1910,ibnfurtu
1911,1911,persianlanguag
1912,1912,oyoempire(india)
1913,1913,austindavid
1914,1914,cookingandcookbook
1915,1915,domdiogo
1916,1916,mogadishu
1917,1917,venic
1918,1918,road
1919,1919,stationsandmemori
1920,1920,hadrami(persianislands)
1921,1921,migueldecastro
1922,1922,hawiy
1923,1923,onacultur
1924,1924,sokotoempir
1925,1925,bunyoro(ethiopia)
1926,1926,hamdullahi(iran)
1927,1927,massina(romanempire)
1928,1928,hausa(germany)
1929,1929,shakashaka
1930,1930,berber
1931,1931,grandecomore(switzerland)
1932,1932,dahlakarchipelago(egypt)
1933,1933,shebelle(france)
1934,1934,bari(spain)
1935,1935,hegeljoseph
1936,1936,ndongondongo
1937,1937,assassinationsandattemptedassassin
1938,1938,thulamela(india)
1939,1939,kanem-bornu
1940,1940,zinder(india)
1941,1941,sanusi(muslimbrotherhood)
1942,1942,muslimbrotherhood
1943,1943,houlouf(syria)
1944,1944,abdullahiabdullahi
1945,1945,ndembu(ethiopia)
1946,1946,astronomyandastrophys
1947,1947,kanemempir
1948,1948,kememkanem
1949,1949,"""dmt"""
1950,1950,mosesgeorg
1951,1951,ndebele(southafrica)
1952,1952,human
1953,1953,assnofsoutheastasiaandpacificarea
1954,1954,westafricanlanguagesandlanguag
1955,1955,sailboatsandsail
1956,1956,dogon(dogon)
1957,1957,yǝkunnoamlak
1958,1958,hars(syria)
1959,1959,dahlakislands(yemen)
1960,1960,hararīhāšimal-
1961,1961,bilingu
1962,1962,taʾrīḫal-walasmaʿ
1963,1963,dahlakarchipelago
1964,1964,ngangamvumbi
1965,1965,imamahmadal-ghazi
1966,1966,adalsultan
1967,1967,bamum(ethiopia)
1968,1968,medina(medina)
1969,1969,europeansovereigndebtcrisis(1939-45)
1970,1970,acem
1971,1971,andalusia(spain)
1972,1972,askiyamuhammad
1973,1973,zeila(netherlands)
1974,1974,andrianampoinimerina
1975,1975,africansovereigndebtcrisis(2010-)
1976,1976,landuseandrealest
1977,1977,isaacsamuel
1978,1978,fiber
1979,1979,sultanofdarfur
1980,1980,trypanosomiasi
1981,1981,gonja(mali)
1982,1982,kilwa(africa)
1983,1983,wadai(india)
1984,1984,mythologyandhered
1985,1985,poetryandpoet
1986,1986,buganda(africa)
1987,1987,lakevictoria(eastafrica)
1988,1988,kush(ancientkingdomofkush)
1989,1989,asia
1990,1990,queennjinga
1991,1991,periplusoftheerythraeansea
1992,1992,sanussiya
1993,1993,artsandcraft
1994,1994,kingdoms(romanempire)
1995,1995,yoruba
1996,1996,nabanaba
1997,1997,bamum(book)
1998,1998,malambarka
1999,1999,jenne(barbados)
2000,2000,alwali
2001,2001,wilheimamo
2002,2002,matrilinealdesc
2003,2003,majeerteen
2004,2004,gonjakingdom(ghana)
2005,2005,luanda
2006,2006,portugal-angola
2007,2007,african
2008,2008,changamir
2009,2009,sarkiamadu
2010,2010,seno(india)
2011,2011,luuq(somalia)
2012,2012,mogadishu(migadishu)
2013,2013,herodotu
2014,2014,sultanateofoman
2015,2015,naqibofmukalla
2016,2016,greatlakesregion(rwanda)
2017,2017,"""zaylaīuthmanal-"""
2018,2018,zay
2019,2019,al-sarhaal-wariqa
2020,2020,goldcoast
2021,2021,bornuempire(china)
2022,2022,fasilädäs(switzerland)
2023,2023,nakibing
2024,2024,abrahaibnabraha
2025,2025,kilwa(ethiopia)
2026,2026,asantekingdomofsouthafrica
2027,2027,britishmuseum
2028,2028,al-burnāwīabdal-azīzal-
2029,2029,sufism
2030,2030,säggazäᵓab
2031,2031,matamba(spain)
2032,2032,nzwani(ethiopia)
2033,2033,southsudan
2034,2034,agiraff
2035,2035,giraff
2036,2036,kush(kush)
2037,2037,dembos(ethiopia)
2038,2038,gao(egypt)
2039,2039,hinduism
2040,2040,brava(southafrica)
2041,2041,kidnap
2042,2042,thehatata(book)
2043,2043,talal-hajju
2044,2044,rhodesia
2045,2045,walasma
2046,2046,gondar(switzerland)
2047,2047,familädäsfasilä
2048,2048,merina(nigeria)
2049,2049,aneho(portugal)
2050,2050,christiansandchristian
2051,2051,keloweyclan
2052,2052,minesandminer
2053,2053,horsemanship
2054,2054,ngazidja(ethiopia)
2055,2055,harar(switzerland)
2056,2056,kilwa(oman)
2057,2057,uthmansultan
2058,2058,sultanuthman
2059,2059,tunjur
2060,2060,wadai
2061,2061,abdal-karim
2062,2062,canada
2063,2063,siddi
2064,2064,jakhitejakhit
2065,2065,rabehrabeh
2066,2066,sudanwar(1939-45)
2067,2067,xhosakingdom(china)
2068,2068,koffo(southafrica)
2069,2069,"""geez"""
2070,2070,kawar(japan)
2071,2071,sheikhusmandanfodio
2072,2072,massina(italy)
2073,2073,bambarabambara
2074,2074,gondarineethiopia
2075,2075,liberia
2076,2076,sahara(egypt)
2077,2077,shyaamambulangoong
2078,2078,nativeauthor
2079,2079,mangbetukingdom(southafrica)
2080,2080,bari(india)
2081,2081,ivorycoast
2082,2082,ivoryisland
2083,2083,dahlak(syria)
2084,2084,najahnajah
2085,2085,egieesigi
2086,2086,harar(africa)
2087,2087,adalempir
2088,2088,teachersandschoolemploye
2089,2089,tanimunsultanate(egypt)
2090,2090,zinder(syria)
2091,2091,timbuktu(westafrica)
2092,2092,gezo
2093,2093,mwangamwanga
2094,2094,changamiredombo
2095,2095,goldcoastghana
2096,2096,nama
2097,2097,orlam
2098,2098,namakhoisan
2099,2099,mpumalanga(southafrica)
2100,2100,bokoni
2101,2101,kanochronicl
2102,2102,alula
2103,2103,swahilicoast
2104,2104,zeila(ethiopia)
2105,2105,tukulorempire(romanempire)
2106,2106,romaneurop
2107,2107,kpoloduwalu
2108,2108,mohammedshittabey
2109,2109,freetown(nigeria)
2110,2110,agaja
2111,2111,templ
2112,2112,dahlak(egypt)
2113,2113,merina(france)
2114,2114,merinakingdom(france)
2115,2115,mediterraneansea
2116,2116,noubadiankingdom
2117,2117,africanunion
2118,2118,wadan(france)
2119,2119,tichitt(france)
2120,2120,njingaofndongo
2121,2121,muhammadal-mustafa
2122,2122,abdullahibinfodio
2123,2123,oyoempire(westafrica)
2124,2124,trade
2125,2125,saharadesert(africa)
2126,2126,goa(india)
2127,2127,lozi(ethiopia)
2128,2128,kalmykia
2129,2129,austronesia
2130,2130,bantu
2131,2131,revolutionaryforces(1939-45)
2132,2132,jenne-jeno(france)
2133,2133,neolithic(stoneage)
2134,2134,travelwrit
2135,2135,gao(spain)
2136,2136,zulu(swazirepublic)
2137,2137,rozvikingdom(romanempire)
2138,2138,kingandriamasinavalona
2139,2139,beri-ifat
2140,2140,najahid
2141,2141,ndongo-matamba(congo-kinshasa)
2142,2142,ngazidja(india)
2143,2143,jenne(westafrica)
2144,2144,alwalialwali
2145,2145,sarkisarki
2146,2146,s
2147,2147,guinea
2148,2148,tlokoa(
2149,2149,koe-san
2150,2150,artsandcraftsmanship
2151,2151,dogonempir
2152,2152,gidadodanlaima
2153,2153,loot
2154,2154,unitedstatesdefenseandmilitaryforc
2155,2155,brava(somalia)
2156,2156,lunda(iceland)
2157,2157,tewodros(ethiopianrepublic)
2158,2158,brava(switzerland)
2159,2159,zawasuah
2160,2160,ajuranempire(india)
2161,2161,thorntonmichael
2162,2162,caliph
2163,2163,zulucultur
2164,2164,wadai(ethnicgroup)
2165,2165,saadiandynasti
2166,2166,tijanit
2167,2167,kimpasi
2168,2168,polyth
2169,2169,imamaḥmad
2170,2170,gabon
2171,2171,maungw
2172,2172,zengjianijiani
2173,2173,solomonicrepublic(romanempire)
2174,2174,granahmad
2175,2175,unitedstatesarmamentanddefens
2176,2176,umayyadcaliph
2177,2177,nilevalley
2178,2178,edwardalp
2179,2179,niger
2180,2180,gold(petroleum)
2181,2181,sofala
2182,2182,yohann
2183,2183,lalibela(colombia)
2184,2184,stationsandchurch
2185,2185,gadl(hagiography)
2186,2186,alaafin
2187,2187,meroe(alaska)
2188,2188,saww(egypt)
2189,2189,packag
2190,2190,sultanateofsultanateofoman
2191,2191,ulama(romanempire)
2192,2192,dynasticegypt
2193,2193,kushkingdomofkush(africa)
2194,2194,timbuktu(tim)
2195,2195,kilwa(egypt)
2196,2196,sulaimanbinsaid
2197,2197,kush(egypt)
2198,2198,tunbuktīmuḥammadibnsaʿīdal-
2199,2199,photographi
2200,2200,mamluk
2201,2201,nuwayrīšihābal-n
2202,2202,saharandesert(pakistan)
2203,2203,blacksmith
2204,2204,solomoniddynasti
2205,2205,boina
2206,2206,merinaempir
2207,2207,majunga(japan)
2208,2208,clappertonhugh
2209,2209,najahiddynasty(egypt)
2210,2210,recyclingandreorgan
2211,2211,kanda
2212,2212,makuria(egypt)
2213,2213,manziga
2214,2214,kingmanziga
2215,2215,nama-speakingkhoe-san
2216,2216,illegalimmigr
2217,2217,wallsandtowel
2218,2218,al-mutawakkilii
2219,2219,merchant
2220,2220,mallamyunu
2221,2221,swazikingdom
2222,2222,nativeamerican
2223,2223,maliempire(mali)
2224,2224,zhizhowar
2225,2225,thekhoe-san
2226,2226,dzata(india)
2227,2227,gelawdewo
2228,2228,ueleriver(india)
2229,2229,azande(ethnicgroup)
2230,2230,makembejohann
2231,2231,meinhofwilhelm
2232,2232,salaga(westafrica)
2233,2233,nokneolithiccultur
2234,2234,metropolitanmuseumofart
2235,2235,treatiesandtrad
2236,2236,punt(egypt)
2237,2237,bukkameal
2238,2238,sundiata
2239,2239,meroitickush
2240,2240,lamu(romanrepublic)
2241,2241,pate(romanempire)
2242,2242,stone-town(ny)
2243,2243,stone-tower(nyc)
2244,2244,diplomaci
2245,2245,rashidun
2246,2246,mbandakasi
2247,2247,copper(currency)
2248,2248,nzingaafonso
2249,2249,lakevictoria(southafrica)
2250,2250,westafricancountri
2251,2251,maialibumar
2252,2252,wabedjaqueen
2253,2253,al-fattashtarikh
2254,2254,"""nuhal-tahirstarikhal-fatt"""
2255,2255,kongo(japan)
2256,2256,asantekingdom(romanempire)
2257,2257,unitedstatesinternationalrel
2258,2258,eleni
